iter	Passed	Remaining
435	828	1072
436	830	1069
437	831	1066
438	832	1063
439	834	1061
440	835	1058
441	840	1061
442	842	1059
443	844	1057
444	844	1053
445	845	1050
446	846	1047
447	847	1044
448	853	1047
449	854	1044
450	855	1041
451	856	1038
452	857	1035
453	858	1032
454	859	1029
455	860	1026
456	861	1023
457	866	1025
458	867	1022
459	868	1019
460	869	1016
461	870	1013
462	871	1010
463	872	1007
464	873	1004
465	873	1001
466	879	1003
467	880	1000
468	881	997
469	882	994
470	883	991
471	884	988
472	884	985
473	885	982
474	886	980
475	891	981
476	893	979
477	894	976
478	895	974
479	896	971
480	897	968
481	898	965
482	899	962
483	904	963
484	905	961
485	906	958
486	907	955
487	907	952
488	908	949
489	909	947
490	910	944
491	911	941
492	917	943
493	918	941
494	919	938
495	920	935
496	921	932
497	923	930
498	924	927
499	924	924
500	927	923
501	928	921
502	929	918
503	930	915
504	931	913
505	932	910
506	933	907
507	934	904
508	935	902
509	936	899
510	938	898
511	940	896
512	941	894
513	943	892
514	949	893
515	950	891
516	951	888
517	952	886
518	953	883
519	954	880
520	955	878
521	956	875
522	960	876
523	961	873
524	963	871
525	964	869
526	965	866
527	966	863
528	967	861
529	968	858
530	969	856
531	973	856
532	975	854
533	976	851
534	977	849
535	978	846
536	979	844
537	979	841
538	980	838
539	981	836
540	984	834
541	985	832
542	987	830
543	987	828
544	988	825
545	989	823
546	990	820
547	991	818
548	992	815
549	994	813
550	995	811
551	997	809
552	998	807
553	999	804
554	1000	802
555	1001	799
556	1002	797
557	1003	794
558	1004	792
559	1010	794
560	1012	792
561	1013	789
562	1014	787
563	1015	784
564	1016	782
565	1017	779
566	1017	777
567	1023	778
568	1024	775
569	1025	773
570	1026	771
571	1027	768
572	1028	766
573	1029	764
574	1030	761
575	1031	759
576	1037	760
577	1039	758
578	1040	756
579	1041	754
580	1042	751
581	1043	749
582	1044	746
583	1045	744
584	1046	742
585	1047	740
586	1049	738
587	1050	735
588	1050	733
589	1051	730
590	1052	728
591	1053	726
592	1057	725
593	1058	723
594	1059	721
595	1060	718
596	1061	716
597	1062	714
598	1063	711
599	1064	709
600	1065	707
601	1066	705
602	1067	703
603	1069	700
604	1070	698
605	1071	696
606	1071	694
607	1072	691
608	1073	689
609	1074	687
610	1080	687
611	1081	685
612	1082	683
613	1083	681
614	1084	678
615	1085	676
616	1086	674
617	1087	671
618	1088	669
619	1094	670
620	1095	668
621	1096	666
622	1097	664
623	1098	661
624	1099	659
625	1100	657
626	1100	654
627	1105	654
628	1106	652
629	1107	650
630	1109	648
631	1110	646
632	1111	644
633	1112	642
634	1113	639
635	1114	637
636	1117	636
637	1118	634
638	1120	632
639	1121	630
640	1126	630
641	1127	628
642	1128	626
643	1129	624
644	1130	622
645	1131	620
646	1133	618
647	1138	618
648	1139	616
649	1140	614
650	1142	612
651	1143	610
652	1143	607
653	1144	605
654	1150	605
655	1151	603
656	1152	601
657	1153	599
658	1154	597
659	1155	595
660	1156	592
661	1161	593
662	1165	592
663	1166	590
664	1167	588
665	1168	586
666	1170	584
667	1171	582
668	1172	580
669	1173	578
670	1174	575
671	1181	576
672	1183	575
673	1185	573
674	1186	571
675	1187	569
676	1188	566
677	1194	567
678	1195	565
679	1197	563
680	1198	561
681	1201	560
682	1202	558
683	1203	555
684	1204	553
685	1205	552
686	1206	549
687	1208	547
688	1224	552
689	1229	552
690	1231	550
691	1232	548
692	1233	546
693	1239	546
694	1240	544
695	1241	542
696	1242	540
697	1250	541
698	1251	539
699	1263	541
700	1264	539
701	1266	537
702	1271	537
703	1273	535
704	1274	533
705	1275	531
706	1276	529
707	1278	527
708	1284	527
709	1285	525
710	1286	523
711	1288	521
712	1294	521
713	1299	520
714	1300	518
715	1302	516
716	1314	518
717	1316	517
718	1322	517
719	1324	515
720	1326	513
721	1327	511
722	1328	509
723	1329	506
724	1331	505
725	1332	503
726	1334	501
727	1335	499
728	1341	498
729	1343	496
730	1344	494
731	1345	492
732	1351	492
733	1353	490
734	1354	488
735	1355	486
736	1362	486
737	1364	484
738	1365	482
739	1367	480
740	1368	478
741	1374	478
742	1376	476
743	1379	474
744	1386	474
745	1390	473
746	1391	471
747	1441	485
748	1442	483
749	1445	481
750	1447	479
751	1448	477
752	1454	476
753	1457	475
754	1459	473
755	1460	471
756	1461	469
757	1463	467
758	1465	465
759	1467	463
760	1468	461
761	1475	460
762	1476	458
763	1478	456
764	1487	456
765	1494	456
766	1495	454
767	1497	452
768	1498	450
769	1505	449
770	1506	447
771	1512	446
772	1514	444
773	1515	442
774	1517	440
775	1518	438
776	1597	458
777	1598	456
778	1600	454
779	1601	451
780	1603	449
781	1604	447
782	1609	446
783	1610	443
784	1612	441
785	1613	439
786	1616	437
787	1617	435
788	1619	432
789	1620	430
790	1631	431
791	1633	428
792	1650	430
793	1652	428
794	1653	426
795	1665	426
796	1666	424
797	1674	423
798	1677	421
799	1679	419
800	1681	417
801	1682	415
802	1683	413
803	1697	413
804	1699	411
805	1700	409
806	1702	407
807	1710	406
808	1711	404
809	1712	401
810	1714	399
811	1715	397
812	1716	394
813	1717	392
814	1721	390
815	1723	388
816	1725	386
817	1726	384
818	1730	382
819	1731	380
820	1740	379
821	1741	377
822	1751	376
823	1754	374
824	1764	374
825	1767	372
826	1768	370
827	1778	369
828	1779	367
829	1781	364
830	1783	362
831	1784	360
832	1786	358
833	1788	355
834	1797	355
835	1801	353
836	1803	351
837	1806	349
838	1808	347
839	1811	344
840	1822	344
841	1823	342
842	1824	339
843	1834	339
844	1836	336
845	1837	334
846	1838	332
847	1847	331
848	1849	329
849	1858	328
850	1860	325
851	1861	323
852	1863	321
853	1873	320
854	1875	318
855	1877	315
856	1878	313
857	1880	311
858	1888	309
859	1889	307
860	1891	305
861	1900	304
862	1902	302
863	1908	300
864	1910	298
865	1912	295
866	1914	293
867	1922	292
868	1924	290
869	1926	287
870	1927	285
871	1933	283
872	1935	281
873	1937	279
874	1938	276
875	1939	274
876	1948	273
877	1975	274
878	1989	273
879	1992	271
880	1993	269
881	2012	269
882	2023	268
883	2025	265
884	2027	263
885	2029	261
886	2031	258
887	2032	256
888	2033	253
889	2035	251
890	2037	249
891	2038	246
892	2040	244
893	2040	241
894	2042	239
895	2043	237
896	2052	235
897	2054	233
898	2056	231
899	2058	228
900	2059	226
901	2068	224
902	2072	222
903	2075	220
904	2078	218
905	2081	215
906	2083	213
907	2093	212
908	2094	209
909	2095	207
910	2096	204
911	2103	203
912	2109	201
913	2111	198
914	2112	196
915	2113	193
916	2115	191
917	2117	189
918	2118	186
919	2119	184
920	2121	181
921	2122	179
922	2124	177
923	2125	174
924	2126	172
925	2128	170
926	2129	167
927	2130	165
928	2132	162
929	2133	160
930	2134	158
931	2135	155
932	2137	153
933	2138	151
934	2139	148
935	2140	146
936	2141	143
937	2143	141
938	2145	139
939	2147	137
940	2148	134
941	2149	132
942	2150	129
943	2155	127
944	2156	125
945	2158	123
946	2159	120
947	2160	118
948	2167	116
949	2173	114
950	2174	112
951	2181	109
952	2183	107
953	2184	105
954	2185	102
955	2191	100
956	2195	98
957	2196	96
958	2210	94
959	2217	92
960	2218	90
961	2220	87
962	2221	85
963	2222	82
964	2223	80
965	2224	78
966	2225	75
967	2227	73
968	2230	71
969	2231	69
970	2232	66
971	2233	64
972	2238	62
973	2240	59
974	2241	57
975	2242	55
976	2243	52
977	2244	50
978	2252	48
979	2253	45
980	2255	43
981	2256	41
982	2257	39
983	2258	36
984	2271	34
985	2272	32
986	2274	29
987	2281	27
988	2282	25
989	2284	23
990	2285	20
991	2286	18
992	2287	16
993	2288	13
994	2289	11
995	2290	9
996	2292	6
997	2293	4
998	2294	2
999	2296	0
